m49,VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
748,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Eswatini,2021,67.267164455,US$/m3,E,false
748,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Eswatini,2022,67.603312168,US$/m3,E,false
231,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ethiopia,2020,399.977152143,US$/m3,E,false
231,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ethiopia,2021,399.009427246,US$/m3,E,false
231,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ethiopia,2022,440.105355615,US$/m3,E,false
150,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Europe,2020,31.266418123,US$/m3,E,true
150,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Europe,2021,33.581796526,US$/m3,E,true
150,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Europe,2022,35.624334271,US$/m3,E,true
513,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Europe and Northern America,2020,20.153971793,US$/m3,E,true
513,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Europe and Northern America,2021,21.656076937,US$/m3,E,true
513,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Europe and Northern America,2022,22.879565901,US$/m3,E,true
242,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Fiji,2020,68.687019603,US$/m3,E,false
242,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Fiji,2021,62.074433234,US$/m3,E,false
242,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Fiji,2022,68.204701596,US$/m3,E,false
246,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Finland,2020,26.538617378,US$/m3,E,false
246,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Finland,2021,38.549289229,US$/m3,E,false
246,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Finland,2022,44.800305907,US$/m3,E,false
250,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,France,2020,21.870121905,US$/m3,E,false
250,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,France,2021,21.744095603,US$/m3,E,false
250,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,France,2022,23.184128865,US$/m3,E,false
266,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Gabon,2020,433.209834662,US$/m3,E,false
266,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Gabon,2021,544.133424867,US$/m3,E,false
266,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Gabon,2022,588.81679495,US$/m3,E,false
270,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Gambia,2020,11.609602129,US$/m3,E,false
270,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Gambia,2021,11.58513766,US$/m3,E,false
270,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Gambia,2022,12.770703631,US$/m3,E,false
268,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2020,9.080624691,US$/m3,E,false
268,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2021,10.013303369,US$/m3,E,false
268,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2022,10.16487148,US$/m3,E,false
276,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2020,58.81413931,US$/m3,E,false
276,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2021,60.729847266,US$/m3,E,false
276,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2022,61.893990466,US$/m3,E,false
288,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2020,187.420045487,US$/m3,E,false
288,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2021,185.465506761,US$/m3,E,false
288,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2022,219.298209789,US$/m3,E,false
300,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2020,59.50911706,US$/m3,E,false
300,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2021,73.468265226,US$/m3,E,false
300,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2022,86.30859191,US$/m3,E,false
320,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2020,22.959006771,US$/m3,E,false
320,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2021,24.979643756,US$/m3,E,false
320,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2022,26.460693535,US$/m3,E,false
324,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2020,58.935847306,US$/m3,E,false
324,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2021,63.724648757,US$/m3,E,false
324,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2022,66.656338931,US$/m3,E,false
624,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2020,13.937180606,US$/m3,E,false
624,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2021,14.604550996,US$/m3,E,false
624,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2022,15.479477092,US$/m3,E,false
328,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2020,135.530571434,US$/m3,E,false
328,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2021,213.931807531,US$/m3,E,false
328,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2022,472.526832474,US$/m3,E,false
332,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2020,59.547518864,US$/m3,E,false
332,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2021,68.674477735,US$/m3,E,false
332,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2022,78.369118819,US$/m3,E,false
340,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2020,43.001124522,US$/m3,E,false
340,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2021,50.184387303,US$/m3,E,false
340,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2022,50.917082556,US$/m3,E,false
348,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Hungary,2020,9.103560951,US$/m3,E,false
348,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Hungary,2021,9.962829984,US$/m3,E,false
348,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Hungary,2022,9.657109333,US$/m3,E,false
352,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Iceland,2020,15.577332004,US$/m3,E,false
352,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Iceland,2021,16.39252232,US$/m3,E,false
352,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Iceland,2022,18.375066424,US$/m3,E,false
356,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,India,2020,34.197648733,US$/m3,E,false
356,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,India,2021,39.313835185,US$/m3,E,false
356,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,India,2022,40.783412559,US$/m3,E,false
360,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Indonesia,2020,41.63963453,US$/m3,E,false
360,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Indonesia,2021,45.130878824,US$/m3,E,false
360,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Indonesia,2022,49.548270795,US$/m3,E,false
364,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Iran (Islamic Republic of),2020,108.393166193,US$/m3,E,false
364,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Iran (Islamic Republic of),2021,116.43969829,US$/m3,E,false
364,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Iran (Islamic Republic of),2022,121.807077855,US$/m3,E,false
368,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Iraq,2020,17.249142536,US$/m3,E,false
368,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Iraq,2021,20.741369513,US$/m3,E,false
368,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Iraq,2022,26.173595109,US$/m3,E,false
372,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ireland,2020,278.167446785,US$/m3,E,false
372,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ireland,2021,321.139227711,US$/m3,E,false
372,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ireland,2022,376.954960733,US$/m3,E,false
376,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Israel,2020,545.12546697,US$/m3,E,false
376,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Israel,2021,563.998563553,US$/m3,E,false
376,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Israel,2022,638.326964883,US$/m3,E,false
380,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Italy,2020,42.526578833,US$/m3,E,false
380,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Italy,2021,47.840586661,US$/m3,E,false
380,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Italy,2022,48.145068012,US$/m3,E,false
388,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Jamaica,2020,68.060675569,US$/m3,E,false
388,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Jamaica,2021,56.405185215,US$/m3,E,false
388,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Jamaica,2022,55.126713918,US$/m3,E,false
392,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Japan,2020,86.53644139,US$/m3,E,false
392,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Japan,2021,89.15425608,US$/m3,E,false
392,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Japan,2022,89.337622633,US$/m3,E,false
400,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Jordan,2020,245.512215982,US$/m3,E,false
400,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Jordan,2021,254.846544691,US$/m3,E,false
400,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Jordan,2022,267.562831056,US$/m3,E,false
398,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Kazakhstan,2020,14.563966815,US$/m3,E,false
398,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Kazakhstan,2021,12.352399863,US$/m3,E,false
398,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Kazakhstan,2022,12.646350051,US$/m3,E,false
404,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Kenya,2020,42.486523012,US$/m3,E,false
404,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Kenya,2021,45.34324703,US$/m3,E,false
404,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Kenya,2022,49.639736762,US$/m3,E,false
414,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Kuwait,2020,1932.331076154,US$/m3,E,false
414,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Kuwait,2021,2365.358772995,US$/m3,E,false
414,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Kuwait,2022,2484.644888175,US$/m3,E,false
417,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Kyrgyzstan,2020,5.527354547,US$/m3,E,false
417,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Kyrgyzstan,2021,5.417101533,US$/m3,E,false
417,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Kyrgyzstan,2022,5.479449568,US$/m3,E,false
432,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Land Locked Developing Countries,2020,20.648088606,US$/m3,E,true
432,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Land Locked Developing Countries,2021,20.401350643,US$/m3,E,true
432,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Land Locked Developing Countries,2022,22.387113612,US$/m3,E,true
418,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Lao People's Democratic Republic,2020,24.128644937,US$/m3,E,false
418,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Lao People's Democratic Republic,2021,25.396153135,US$/m3,E,false
418,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Lao People's Democratic Republic,2022,16.165398443,US$/m3,E,false
419,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Latin America and the Caribbean,2020,33.032389415,US$/m3,E,true
419,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Latin America and the Caribbean,2021,39.324909328,US$/m3,E,true
419,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Latin America and the Caribbean,2022,41.809259644,US$/m3,E,true
428,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Latvia,2020,163.017940697,US$/m3,E,false
428,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Latvia,2021,158.105585046,US$/m3,E,false
428,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Latvia,2022,188.644104454,US$/m3,E,false
199,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Least Developed Countries,2020,96.861957746,US$/m3,E,true
199,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Least Developed Countries,2021,104.22574813,US$/m3,E,true
199,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Least Developed Countries,2022,108.93268159,US$/m3,E,true
422,Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Lebanon,2020,5.938905996,US$/m3,E,false
